date,rawContent,processed_content,tokenized_content
2023-03-06 01:54:49+00:00,Can't pick a specific season but 1-4 is 🥵🔥,cant pick specif season 14,"['cant', 'pick', 'specif', 'season', '14']"
2023-03-06 01:54:45+00:00,"5,6 and 8 👌🏼",56 8,"['56', '8']"
2023-03-06 01:46:16+00:00,SEXTA TEMPORADA E CALEM-SE QUEM DISCORDAR,sexta temporada e calems quem discordar,"['sexta', 'temporada', 'e', 'calems', 'quem', 'discordar']"
2023-03-06 01:45:39+00:00,Any season but season 8 when Dany’s arc made sense and Jon wasn’t a yes man😒,season season 8 dani arc made sens jon wasnt ye man,"['season', 'season', '8', 'dani', 'arc', 'made', 'sens', 'jon', 'wasnt', 'ye', 'man']"
2023-03-06 01:43:54+00:00,6 7 y 8,6 7 8,"['6', '7', '8']"
2023-03-06 01:43:07+00:00,six,six,['six']
2023-03-06 01:38:48+00:00,6.,6,['6']
2023-03-06 01:35:37+00:00,7-8ไปขี้ค่ะ กากกว่านี้ไม่มีแล้ว,78ไปขคะ กากกวานไมมแลว,"['78ไปขคะ', 'กากกวานไมมแลว']"
2023-03-06 01:34:24+00:00,1-3,13,['13']
2023-03-06 01:32:45+00:00,2,2,['2']
2023-03-06 01:31:09+00:00,Season 2,season 2,"['season', '2']"
2023-03-06 01:28:31+00:00,"De la 1 a la 6, me cago a palos con cualquier ser vivo que no piense lo mismo",de la 1 la 6 cago palo con cualquier ser vivo que piens lo mismo,"['de', 'la', '1', 'la', '6', 'cago', 'palo', 'con', 'cualquier', 'ser', 'vivo', 'que', 'piens', 'lo', 'mismo']"
2023-03-06 01:24:14+00:00,6 or 7,6 7,"['6', '7']"
2023-03-06 01:23:19+00:00,whatever season brienne and jaime are having their adventures together and he saves her from the bear and stuff,whatev season brienn jaim adventur togeth save bear stuff,"['whatev', 'season', 'brienn', 'jaim', 'adventur', 'togeth', 'save', 'bear', 'stuff']"
2023-03-06 01:17:09+00:00,Any season which Robb was still alive,season robb still aliv,"['season', 'robb', 'still', 'aliv']"
2023-03-06 01:14:49+00:00,a 4 old,4 old,"['4', 'old']"
2023-03-06 01:12:05+00:00,Season 2-5 but to be more specific…. Season 3 bc Brienne,season 25 specif season 3 bc brienn,"['season', '25', 'specif', 'season', '3', 'bc', 'brienn']"
2023-03-06 01:11:00+00:00,Hard to say. Just finished the series now I gotta run it all back,hard say finish seri got ta run back,"['hard', 'say', 'finish', 'seri', 'got', 'ta', 'run', 'back']"
2023-03-06 01:09:40+00:00,Season 4. It's soooo gowd,season 4 soooo gowd,"['season', '4', 'soooo', 'gowd']"
2023-03-06 01:06:22+00:00,S4 by far,s4 far,"['s4', 'far']"
2023-03-06 01:05:51+00:00,"Season 2, when WotFK is at its highest. 
Season 5, when Jon and Dany's leadership was tested.",season 2 wotfk highest season 5 jon dani leadership test,"['season', '2', 'wotfk', 'highest', 'season', '5', 'jon', 'dani', 'leadership', 'test']"
2023-03-06 00:58:43+00:00,7,7,['7']
2023-03-06 00:56:13+00:00,all for me 😭🏳️,,[]
2023-03-06 00:55:47+00:00,Season 3,season 3,"['season', '3']"
2023-03-06 00:54:33+00:00,4 وبس,4 وبس,"['4', 'وبس']"
2023-03-06 00:45:12+00:00,only arya stark misery psycho laugh and the way of her killing journey🤗🥰,arya stark miseri psycho laugh way kill journey,"['arya', 'stark', 'miseri', 'psycho', 'laugh', 'way', 'kill', 'journey']"
2023-03-06 00:36:45+00:00,3 &amp; 7 🥹,3 amp 7,"['3', 'amp', '7']"
2023-03-06 00:34:00+00:00,Aucune regardez Vikings,aucun regardez vike,"['aucun', 'regardez', 'vike']"
2023-03-06 00:32:59+00:00,"4,5 e 6 🙏🏻",45 e 6,"['45', 'e', '6']"
2023-03-06 00:29:09+00:00,Season 4 of GOT was a masterpiece 👏🏽,season 4 got masterpiec,"['season', '4', 'got', 'masterpiec']"
2023-03-06 00:25:38+00:00,6&amp;7,6amp7,['6amp7']
2023-03-06 00:23:11+00:00,This is hardddddd but I’ll say 5,hardddddd ill say 5,"['hardddddd', 'ill', 'say', '5']"
2023-03-06 00:21:53+00:00,saison 4 facile,saison 4 facil,"['saison', '4', 'facil']"
2023-03-06 00:17:46+00:00,season 4 and season 7,season 4 season 7,"['season', '4', 'season', '7']"
2023-03-06 00:11:53+00:00,The one with Oberyn Martellll,one oberyn martelll,"['one', 'oberyn', 'martelll']"
2023-03-06 00:11:39+00:00,Jon Snow's arc in s6 was just 🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽🤌🏽,jon snow arc s6,"['jon', 'snow', 'arc', 's6']"
2023-03-06 00:10:14+00:00,Season 8 https://t.co/3KcuQQAJIM,season 8 httpstco3kcuqqajim,"['season', '8', 'httpstco3kcuqqajim']"
2023-03-06 00:04:58+00:00,6 easily imo,6 easili imo,"['6', 'easili', 'imo']"
2023-03-06 00:04:28+00:00,"1-Neds Execution, 4--Purple Wedding/battle for Castle Black, 5--Hardhome, 6--battle of the bastards.",1ned execut 4purpl weddingbattl castl black 5hardhom 6battl bastard,"['1ned', 'execut', '4purpl', 'weddingbattl', 'castl', 'black', '5hardhom', '6battl', 'bastard']"
2023-03-06 00:04:20+00:00,1 &amp; 3,1 amp 3,"['1', 'amp', '3']"
2023-03-06 00:03:53+00:00,Season 6 no doubt,season 6 doubt,"['season', '6', 'doubt']"
2023-03-06 00:03:42+00:00,4-6,46,['46']
2023-03-06 00:02:23+00:00,tirando as duas últimas todas são impecáveis,tirando dua última toda são impecávei,"['tirando', 'dua', 'última', 'toda', 'são', 'impecávei']"
2023-03-06 00:00:48+00:00,1 rest are meh,1 rest meh,"['1', 'rest', 'meh']"
2023-03-05 23:58:44+00:00,TODAS,toda,['toda']
2023-03-05 23:55:24+00:00,A sexta foi o maior acontecimento da tv em eras,sexta foi maior acontecimento da tv em era,"['sexta', 'foi', 'maior', 'acontecimento', 'da', 'tv', 'em', 'era']"
2023-03-05 23:52:13+00:00,"6, just for this amazing scene. https://t.co/6GQp1xEJEQ",6 amaz scene httpstco6gqp1xejeq,"['6', 'amaz', 'scene', 'httpstco6gqp1xejeq']"
2023-03-05 23:48:12+00:00,La s04 est la meilleure mais c’est grace à/pour la s02 (Tyrion main du roi Arya Jaqen/Arya Tywin/bataille de la Néra) que j’ai repris GOT 140797e fois,la s04 est la meilleur mai cest grace àpour la s02 tyrion main du roi arya jaqenarya tywinbatail de la néra que jai repri got 140797e foi,"['la', 's04', 'est', 'la', 'meilleur', 'mai', 'cest', 'grace', 'àpour', 'la', 's02', 'tyrion', 'main', 'du', 'roi', 'arya', 'jaqenarya', 'tywinbatail', 'de', 'la', 'néra', 'que', 'jai', 'repri', 'got', '140797e', 'foi']"
2023-03-05 23:44:14+00:00,Celle où la Khaleesi se formait son armée d’esclaves libérés la incroyable vrmt,cell où la khaleesi se formait son armé desclav libéré la incroy vrmt,"['cell', 'où', 'la', 'khaleesi', 'se', 'formait', 'son', 'armé', 'desclav', 'libéré', 'la', 'incroy', 'vrmt']"
2023-03-05 23:43:19+00:00,1-6,16,['16']
2023-03-05 23:41:45+00:00,"a 4 e a 6, minhas favs",4 e 6 minha fav,"['4', 'e', '6', 'minha', 'fav']"
2023-03-05 23:41:05+00:00,Todooooooo,todooooooo,['todooooooo']
2023-03-05 23:37:10+00:00,a primeira temporada já da um show meu amigo,primeira temporada já da um show meu amigo,"['primeira', 'temporada', 'já', 'da', 'um', 'show', 'meu', 'amigo']"
2023-03-05 23:37:02+00:00,le prime 4,le prime 4,"['le', 'prime', '4']"
2023-03-05 23:35:59+00:00,4! &amp; that’s not up for discussion,4 amp that discuss,"['4', 'amp', 'that', 'discuss']"
2023-03-05 23:33:37+00:00,da season 1 até a 4 é obra prima pura,da season 1 até 4 é obra prima pura,"['da', 'season', '1', 'até', '4', 'é', 'obra', 'prima', 'pura']"
2023-03-05 23:26:40+00:00,"Cada temporada tiene un suceso que marca la diferencia, pero en la temporada 7 vemos a una Daenerys más decidida y capaz de hacer cualquier cosa por llegar al trono.",cada temporada tien un suceso que marca la diferencia pero en la temporada 7 vemo una daeneri má decidida capaz de hacer cualquier cosa por llegar al trono,"['cada', 'temporada', 'tien', 'un', 'suceso', 'que', 'marca', 'la', 'diferencia', 'pero', 'en', 'la', 'temporada', '7', 'vemo', 'una', 'daeneri', 'má', 'decidida', 'capaz', 'de', 'hacer', 'cualquier', 'cosa', 'por', 'llegar', 'al', 'trono']"
2023-03-05 23:26:23+00:00,En vrai je sais pas 2 à 6 c'est vraiment incroyable,en vrai je sai pa 2 à 6 cest vraiment incroy,"['en', 'vrai', 'je', 'sai', 'pa', '2', 'à', '6', 'cest', 'vraiment', 'incroy']"
2023-03-05 23:24:43+00:00,Definitely aint the last two seasons they rushed the shit out of those,definit aint last two season rush shit,"['definit', 'aint', 'last', 'two', 'season', 'rush', 'shit']"
2023-03-05 23:22:17+00:00,i loooooove season 8 definitely season 8 omg season 8 is so re-watchable,loooooov season 8 definit season 8 omg season 8 rewatch,"['loooooov', 'season', '8', 'definit', 'season', '8', 'omg', 'season', '8', 'rewatch']"
2023-03-05 23:19:08+00:00,"1, most accurate.",1 accur,"['1', 'accur']"
2023-03-05 23:18:18+00:00,Game of thrones season 6 is the greatest single season of any TV show ever. Season 4-6 are outstanding TV.,game throne season 6 greatest singl season tv show ever season 46 outstand tv,"['game', 'throne', 'season', '6', 'greatest', 'singl', 'season', 'tv', 'show', 'ever', 'season', '46', 'outstand', 'tv']"
2023-03-05 23:15:24+00:00,"All men must die … 
cette saison c’est vraiment ma préférée",men must die cett saison cest vraiment préférée,"['men', 'must', 'die', 'cett', 'saison', 'cest', 'vraiment', 'préférée']"
2023-03-05 23:14:32+00:00,Season 3 and 4 will push your mental health to its breaking point.,season 3 4 push mental health break point,"['season', '3', '4', 'push', 'mental', 'health', 'break', 'point']"
2023-03-05 23:14:03+00:00,J’hésite entre la 5 eme et la 7 eme,jhésite entr la 5 eme et la 7 eme,"['jhésite', 'entr', 'la', '5', 'eme', 'et', 'la', '7', 'eme']"
2023-03-05 23:13:52+00:00,i was going to say something really predictable but i will stay silent for now,go say someth realli predict stay silent,"['go', 'say', 'someth', 'realli', 'predict', 'stay', 'silent']"
2023-03-05 23:12:03+00:00,Season 4 EASY,season 4 easi,"['season', '4', 'easi']"
2023-03-05 23:03:49+00:00,I'll tell you which one isn't it: season 8 😭💔,ill tell one isnt season 8,"['ill', 'tell', 'one', 'isnt', 'season', '8']"
2023-03-05 22:57:17+00:00,4 unbeatable,4 unbeat,"['4', 'unbeat']"
2023-03-05 22:50:14+00:00,"In my opinion All Men Must Die, 4.12, 4.24 Most re-watchable 🙌🏾#GameofThrones",opinion men must die 412 424 rewatch gameofthron,"['opinion', 'men', 'must', 'die', '412', '424', 'rewatch', 'gameofthron']"
2023-03-05 22:41:43+00:00,Saisons 4 et 6,saison 4 et 6,"['saison', '4', 'et', '6']"
2023-03-05 22:39:20+00:00,1-4🤌,14,['14']
2023-03-05 22:33:20+00:00,3&amp;4 are really good…,3amp4 realli good,"['3amp4', 'realli', 'good']"
2023-03-05 22:32:01+00:00,Seasons 1-4 are PERFECT. Honourable mention to Hardhome and the last two episodes of season 6.,season 14 perfect honour mention hardhom last two episod season 6,"['season', '14', 'perfect', 'honour', 'mention', 'hardhom', 'last', 'two', 'episod', 'season', '6']"
2023-03-05 22:26:24+00:00,Every one .,everi one,"['everi', 'one']"
2023-03-05 22:20:02+00:00,This is a tough one.. S3..maybe 4..,tough one s3mayb 4,"['tough', 'one', 's3mayb', '4']"
2023-03-05 22:17:12+00:00,S4 litterally greatest season of any show ever,s4 litter greatest season show ever,"['s4', 'litter', 'greatest', 'season', 'show', 'ever']"
2023-03-05 22:15:58+00:00,الخامس و السادس و السابع اعظم حاجة ممكن تشوفها عينك ❤️❤️❤️,الخامس و السادس و السابع اعظم حاجة ممكن تشوفها عينك,"['الخامس', 'و', 'السادس', 'و', 'السابع', 'اعظم', 'حاجة', 'ممكن', 'تشوفها', 'عينك']"
2023-03-05 22:13:17+00:00,3-6,36,['36']
2023-03-05 22:12:35+00:00,as temporadas pares são babilônicas (com exceção da 8 claro),temporada pare são babilônica com exceção da 8 claro,"['temporada', 'pare', 'são', 'babilônica', 'com', 'exceção', 'da', '8', 'claro']"
2023-03-05 22:08:21+00:00,La 6 ou la 7,la 6 ou la 7,"['la', '6', 'ou', 'la', '7']"
2023-03-05 22:07:24+00:00,season 2,season 2,"['season', '2']"
2023-03-05 22:07:17+00:00,A que tem o pedro pascal,que tem pedro pascal,"['que', 'tem', 'pedro', 'pascal']"
2023-03-05 22:06:37+00:00,All of them,,[]
2023-03-05 22:06:10+00:00,having done a rewatch last mounths season 4 by FAR,done rewatch last mounth season 4 far,"['done', 'rewatch', 'last', 'mounth', 'season', '4', 'far']"
2023-03-05 21:53:06+00:00,5-6-7 banger,567 banger,"['567', 'banger']"
2023-03-05 21:44:37+00:00,It’s seasons 4 and 6 for me,season 4 6,"['season', '4', '6']"
2023-03-05 21:44:09+00:00,La temp 4 y el que diga que no nos matamos,la temp 4 el que diga que no matamo,"['la', 'temp', '4', 'el', 'que', 'diga', 'que', 'no', 'matamo']"
2023-03-05 21:43:08+00:00,4 y el que diga lo contrario está mal,4 el que diga lo contrario está mal,"['4', 'el', 'que', 'diga', 'lo', 'contrario', 'está', 'mal']"
2023-03-05 21:42:32+00:00,pra mim: 4 e 6,pra mim 4 e 6,"['pra', 'mim', '4', 'e', '6']"
2023-03-05 21:42:23+00:00,3/4,34,['34']
2023-03-05 21:40:35+00:00,was gonna say S3 because i think that's where the most nude scenes are lmao,gon na say s3 think that nude scene lmao,"['gon', 'na', 'say', 's3', 'think', 'that', 'nude', 'scene', 'lmao']"
2023-03-05 21:39:20+00:00,S4 IS THE GOAT,s4 goat,"['s4', 'goat']"
2023-03-05 21:37:38+00:00,Season 2-7,season 27,"['season', '27']"
2023-03-05 21:37:22+00:00,S1 or S3,s1 s3,"['s1', 's3']"
2023-03-05 21:36:54+00:00,"S2 dialogues wise
S4 characters buildup
S6 everything",s2 dialogu wise s4 charact buildup s6 everyth,"['s2', 'dialogu', 'wise', 's4', 'charact', 'buildup', 's6', 'everyth']"
2023-03-05 21:36:54+00:00,1-4 lol,14 lol,"['14', 'lol']"
2023-03-05 21:36:01+00:00,4 or 6,4 6,"['4', '6']"
2023-03-05 21:35:46+00:00,S4 GOAT 🐐,s4 goat,"['s4', 'goat']"
2023-03-05 21:35:27+00:00,L'enchaînement 3 4 5 et 6 c'est trop grave,lenchaîn 3 4 5 et 6 cest trop grave,"['lenchaîn', '3', '4', '5', 'et', '6', 'cest', 'trop', 'grave']"
2023-03-05 21:33:06+00:00,6 &amp; 7,6 amp 7,"['6', 'amp', '7']"
2023-03-05 21:28:20+00:00,"A última é o trono feito das escamas do drogon
Realmente a capa de temporada mas linda... 
GOT tinha tudo pra ser excelência em todo os pontos. 
Mas ai o roteiro....",última é trono feito da escama drogon realment capa de temporada ma linda got tinha tudo pra ser excelência em todo os ponto ma ai roteiro,"['última', 'é', 'trono', 'feito', 'da', 'escama', 'drogon', 'realment', 'capa', 'de', 'temporada', 'ma', 'linda', 'got', 'tinha', 'tudo', 'pra', 'ser', 'excelência', 'em', 'todo', 'os', 'ponto', 'ma', 'ai', 'roteiro']"
2023-03-05 21:20:13+00:00,Season 4 easily,season 4 easili,"['season', '4', 'easili']"
2023-03-05 21:20:03+00:00,I go in between 4-6.,go 46,"['go', '46']"
2023-03-05 21:18:10+00:00,soy la temporada 4 de got,soy la temporada 4 de got,"['soy', 'la', 'temporada', '4', 'de', 'got']"
2023-03-05 21:17:59+00:00,The one without SA oh wait……,one without sa oh wait,"['one', 'without', 'sa', 'oh', 'wait']"
2023-03-05 21:15:58+00:00,"Season 6. Jon dying and coming back to life, Arya’s revenge, Sansa’s revenge, Cersei’s wild fire, dragon girl sailing to Westeros 🙄🙄🙄🙄.",season 6 jon die come back life arya reveng sansa reveng cersei wild fire dragon girl sail westero,"['season', '6', 'jon', 'die', 'come', 'back', 'life', 'arya', 'reveng', 'sansa', 'reveng', 'cersei', 'wild', 'fire', 'dragon', 'girl', 'sail', 'westero']"
2023-03-05 21:15:12+00:00,7.,7,['7']
2023-03-05 21:13:24+00:00,Season 6 is up there. The episode where Cersei blew up the sept is a cinematic masterpiece!,season 6 episod cersei blew sept cinemat masterpiec,"['season', '6', 'episod', 'cersei', 'blew', 'sept', 'cinemat', 'masterpiec']"
2023-03-05 21:11:06+00:00,Des gens vont pas répondre la saison 4 alors qu'on a eu cette scène quand même https://t.co/Z0Miqm6s4y,de gen vont pa répondr la saison 4 alor quon eu cett scène quand même httpstcoz0miqm6s4i,"['de', 'gen', 'vont', 'pa', 'répondr', 'la', 'saison', '4', 'alor', 'quon', 'eu', 'cett', 'scène', 'quand', 'même', 'httpstcoz0miqm6s4i']"
2023-03-05 21:07:13+00:00,Todas (menos a 8),toda meno 8,"['toda', 'meno', '8']"
2023-03-05 21:06:36+00:00,La 4 et la 6,la 4 et la 6,"['la', '4', 'et', 'la', '6']"
2023-03-05 21:05:28+00:00,"5, 6,7",5 67,"['5', '67']"
2023-03-05 21:04:14+00:00,The First Season because that’ll get you watching #GoT #GameOfThrones #WinterIsComing,first season thatll get watch got gameofthron winteriscom,"['first', 'season', 'thatll', 'get', 'watch', 'got', 'gameofthron', 'winteriscom']"
2023-03-05 21:04:09+00:00,Pas la 5 en tout cas,pa la 5 en tout ca,"['pa', 'la', '5', 'en', 'tout', 'ca']"
2023-03-05 21:02:18+00:00,i’m really enjoying season 6 so far,im realli enjoy season 6 far,"['im', 'realli', 'enjoy', 'season', '6', 'far']"
2023-03-05 21:00:44+00:00,Seasons 2-4,season 24,"['season', '24']"
2023-03-05 20:56:56+00:00,season 4 and 7,season 4 7,"['season', '4', '7']"
2023-03-05 20:49:36+00:00,amo mto todas de vdd a q não desce só é a 8 por motivos óbvios,amo mto toda de vdd q não desc só é 8 por motivo óbvio,"['amo', 'mto', 'toda', 'de', 'vdd', 'q', 'não', 'desc', 'só', 'é', '8', 'por', 'motivo', 'óbvio']"
2023-03-05 20:47:55+00:00,imo the 6th,imo 6th,"['imo', '6th']"
2023-03-05 20:45:27+00:00,6-7😮‍💨,67,['67']
2023-03-05 20:45:11+00:00,La 7 sans hésitation,la 7 san hésitat,"['la', '7', 'san', 'hésitat']"
2023-03-05 20:45:05+00:00,Season 6 or 7,season 6 7,"['season', '6', '7']"
2023-03-05 20:43:48+00:00,My opinion….s4 😩,opinions4,['opinions4']
2023-03-05 20:42:58+00:00,Shoot seasons 1-6,shoot season 16,"['shoot', 'season', '16']"
2023-03-05 20:41:28+00:00,3 e 4,3 e 4,"['3', 'e', '4']"
2023-03-05 20:39:47+00:00,Season 5,season 5,"['season', '5']"
2023-03-05 20:37:54+00:00,"hate me if you want but for me definitively 4, 6, 7 and 8",hate want definit 4 6 7 8,"['hate', 'want', 'definit', '4', '6', '7', '8']"
2023-03-05 20:37:20+00:00,Season 4 was the best season of the show,season 4 best season show,"['season', '4', 'best', 'season', 'show']"
2023-03-05 20:33:06+00:00,"1,4",14,['14']
2023-03-05 20:30:53+00:00,4 et 6 assurément,4 et 6 assuré,"['4', 'et', '6', 'assuré']"
2023-03-05 20:29:47+00:00,S4 &amp; s6!!,s4 amp s6,"['s4', 'amp', 's6']"
2023-03-05 20:29:03+00:00,"Season 3,5,&amp;7. The last season was a disgusting disaster.",season 35amp7 last season disgust disast,"['season', '35amp7', 'last', 'season', 'disgust', 'disast']"
2023-03-05 20:28:57+00:00,"Season 1, 3,4,5 and Bastard of the battles.",season 1 345 bastard battl,"['season', '1', '345', 'bastard', 'battl']"
2023-03-05 20:28:38+00:00,"La 6 genre 150 millions de fois 
Je pourrais me faire les ep 9&amp;10 en boucle",la 6 genr 150 million de foi je pourrai fair le ep 9amp10 en boucl,"['la', '6', 'genr', '150', 'million', 'de', 'foi', 'je', 'pourrai', 'fair', 'le', 'ep', '9amp10', 'en', 'boucl']"
2023-03-05 20:27:55+00:00,saison 2 ou saison 4 c'était incroyable,saison 2 ou saison 4 cétait incroy,"['saison', '2', 'ou', 'saison', '4', 'cétait', 'incroy']"
2023-03-05 20:26:06+00:00,1 till 6.,1 till 6,"['1', 'till', '6']"
2023-03-05 20:25:33+00:00,Season 4!!!,season 4,"['season', '4']"
2023-03-05 20:24:57+00:00,Saison 4 le prime,saison 4 le prime,"['saison', '4', 'le', 'prime']"
2023-03-05 20:24:49+00:00,1 to 5,1 5,"['1', '5']"
2023-03-05 20:22:59+00:00,6 y 7,6 7,"['6', '7']"
2023-03-05 20:22:51+00:00,Whichever season has the Red Wedding,whichev season red wed,"['whichev', 'season', 'red', 'wed']"
2023-03-05 20:22:22+00:00,"since u asked, I’ll rewatch just for u",sinc u ask ill rewatch u,"['sinc', 'u', 'ask', 'ill', 'rewatch', 'u']"
2023-03-05 20:22:18+00:00,2-4 and 6,24 6,"['24', '6']"
2023-03-05 20:20:51+00:00,nunca levo nem 2 dias completos p ver a 3 de novo,nunca levo nem 2 dia completo p ver 3 de novo,"['nunca', 'levo', 'nem', '2', 'dia', 'completo', 'p', 'ver', '3', 'de', 'novo']"
2023-03-05 20:20:36+00:00,iki kesinlikle. hatta ileri gideceğim zaten dizideki en iyi sezon onda sıkıntı yok da sanırım dizi tarihindeki en iyi 2-3 sezondan da birisi ya.,iki kesinlikl hatta ileri gideceğim zaten dizideki en iyi sezon onda sıkıntı yok da sanırım dizi tarihindeki en iyi 23 sezondan da birisi ya,"['iki', 'kesinlikl', 'hatta', 'ileri', 'gideceğim', 'zaten', 'dizideki', 'en', 'iyi', 'sezon', 'onda', 'sıkıntı', 'yok', 'da', 'sanırım', 'dizi', 'tarihindeki', 'en', 'iyi', '23', 'sezondan', 'da', 'birisi', 'ya']"
2023-03-05 20:20:22+00:00,to na 5° e ja consigo sentir decaindo,na 5 e ja consigo sentir decaindo,"['na', '5', 'e', 'ja', 'consigo', 'sentir', 'decaindo']"
2023-03-05 20:19:23+00:00,3 or 4,3 4,"['3', '4']"
2023-03-05 20:19:14+00:00,I feel like Season 4 only because of Pedro Pascal but I never watched this show so,feel like season 4 pedro pascal never watch show,"['feel', 'like', 'season', '4', 'pedro', 'pascal', 'never', 'watch', 'show']"
2023-03-05 20:18:59+00:00,Allll 😍😍😍😍😍,allll,['allll']
2023-03-05 20:18:46+00:00,season two without a doubt,season two without doubt,"['season', 'two', 'without', 'doubt']"
2023-03-05 20:17:00+00:00,termino las 2 ultimas y t aviso,termino la 2 ultima aviso,"['termino', 'la', '2', 'ultima', 'aviso']"
2023-03-05 20:12:34+00:00,Any season between 1 and 6 but mostly 1 and 5.,season 1 6 mostli 1 5,"['season', '1', '6', 'mostli', '1', '5']"
2023-03-05 20:11:15+00:00,2-4,24,['24']
2023-03-05 20:10:16+00:00,4 ez,4 ez,"['4', 'ez']"
2023-03-05 20:10:07+00:00,Season 1 and Season 3 are the most consistent. You will rarely find a boring aor mind numbing stupid scene,season 1 season 3 consist rare find bore aor mind numb stupid scene,"['season', '1', 'season', '3', 'consist', 'rare', 'find', 'bore', 'aor', 'mind', 'numb', 'stupid', 'scene']"
2023-03-05 20:10:01+00:00,toutes sauf les deux dernières,tout sauf le deux dernièr,"['tout', 'sauf', 'le', 'deux', 'dernièr']"
2023-03-05 20:09:00+00:00,None 🤍,none,['none']
2023-03-05 20:08:38+00:00,The entire show bar the final season,entir show bar final season,"['entir', 'show', 'bar', 'final', 'season']"
2023-03-05 20:08:23+00:00,unpopular opinion peut-être mais la saison 2 c’est la pire de toute la série,unpopular opinion peutêtr mai la saison 2 cest la pire de tout la série,"['unpopular', 'opinion', 'peutêtr', 'mai', 'la', 'saison', '2', 'cest', 'la', 'pire', 'de', 'tout', 'la', 'série']"
2023-03-05 20:07:26+00:00,"Season 6! All comes together. 7-8 are just a hot mess. After all the build up, we get trash.",season 6 come togeth 78 hot mess build get trash,"['season', '6', 'come', 'togeth', '78', 'hot', 'mess', 'build', 'get', 'trash']"
2023-03-05 20:07:00+00:00,2 and 4,2 4,"['2', '4']"
2023-03-05 20:05:16+00:00,Saison 1 fooort juste pour Ned,saison 1 fooort just pour ned,"['saison', '1', 'fooort', 'just', 'pour', 'ned']"
2023-03-05 19:53:47+00:00,La 6 🙏,la 6,"['la', '6']"
2023-03-05 19:53:13+00:00,ALL OF THEM,,[]
2023-03-05 19:53:08+00:00,la 4e est vraiment incroyable,la 4e est vraiment incroy,"['la', '4e', 'est', 'vraiment', 'incroy']"
2023-03-05 19:50:01+00:00,Alllllll❤️❤️❤️❤️❤️❤️❤️,alllllll,['alllllll']
2023-03-05 19:48:32+00:00,Season 4. There are 6 absolute BANGERS that season. The last season they were almost 100% book accurate too,season 4 6 absolut banger season last season almost 100 book accur,"['season', '4', '6', 'absolut', 'banger', 'season', 'last', 'season', 'almost', '100', 'book', 'accur']"
2023-03-05 19:47:31+00:00,s1 to s6,s1 s6,"['s1', 's6']"
2023-03-05 19:45:24+00:00,4/6,46,['46']
2023-03-05 19:44:27+00:00,season 4 is peak,season 4 peak,"['season', '4', 'peak']"
2023-03-05 19:44:14+00:00,Season 4.,season 4,"['season', '4']"
2023-03-05 19:44:13+00:00,All of em 💯💯💯,em,['em']
2023-03-05 19:43:17+00:00,none - they all ring hollow when you know what they inevitably build up to.,none ring hollow know inevit build,"['none', 'ring', 'hollow', 'know', 'inevit', 'build']"
2023-03-05 19:41:07+00:00,Season 6/7,season 67,"['season', '67']"
2023-03-05 19:39:22+00:00,4!!!!!,4,['4']
2023-03-05 19:37:47+00:00,Qualquer uma das três primeiras,qualquer uma da trê primeira,"['qualquer', 'uma', 'da', 'trê', 'primeira']"
2023-03-05 19:37:43+00:00,4 and not even close,4 even close,"['4', 'even', 'close']"
2023-03-05 19:37:39+00:00,Saison 4 à jamais dans l'histoire,saison 4 à jamai dan lhistoir,"['saison', '4', 'à', 'jamai', 'dan', 'lhistoir']"
2023-03-05 19:37:28+00:00,1-4 BUT S7 EP4 is probably the episode i rewatched the most 🥹🥰🥰🥰,14 s7 ep4 probabl episod rewatch,"['14', 's7', 'ep4', 'probabl', 'episod', 'rewatch']"
2023-03-05 19:36:31+00:00,A sexta temporada é a melhor,sexta temporada é melhor,"['sexta', 'temporada', 'é', 'melhor']"
2023-03-05 19:36:17+00:00,La 4 et la 6 sont dans une autre dimension,la 4 et la 6 sont dan une autr dimens,"['la', '4', 'et', 'la', '6', 'sont', 'dan', 'une', 'autr', 'dimens']"
2023-03-05 19:34:38+00:00,4 e 5,4 e 5,"['4', 'e', '5']"
2023-03-05 19:33:10+00:00,"I love 4, 6 &amp; 7.",love 4 6 amp 7,"['love', '4', '6', 'amp', '7']"
2023-03-05 19:32:57+00:00,Saison 4 ou 7,saison 4 ou 7,"['saison', '4', 'ou', '7']"
2023-03-05 19:32:52+00:00,1-4 arasında bir sezonu secmeyenler pingui seviyodur,14 arasında bir sezonu secmeyenl pingui seviyodur,"['14', 'arasında', 'bir', 'sezonu', 'secmeyenl', 'pingui', 'seviyodur']"
2023-03-05 19:30:46+00:00,All bar 8,bar 8,"['bar', '8']"
