date,rawContent,processed_content,tokenized_content
2023-03-05 19:30:40+00:00,"Assurément la saison 4 ! On passe par toutes les émotions dans celle-ci et elle reste, pour moi, l’apogée de la série en terme de rythme, action, dialogues, tension et moments chocs ! #GameOfThrones https://t.co/XNjgaSkS0J",assuré la saison 4 pass par tout le émotion dan celleci et ell rest pour moi lapogé de la série en term de rythm action dialogu tension et moment choc gameofthron httpstcoxnjgasks0j,"['assuré', 'la', 'saison', '4', 'pass', 'par', 'tout', 'le', 'émotion', 'dan', 'celleci', 'et', 'ell', 'rest', 'pour', 'moi', 'lapogé', 'de', 'la', 'série', 'en', 'term', 'de', 'rythm', 'action', 'dialogu', 'tension', 'et', 'moment', 'choc', 'gameofthron', 'httpstcoxnjgasks0j']"
2023-03-05 19:30:26+00:00,6… and it’s not even remotely close.,6 even remot close,"['6', 'even', 'remot', 'close']"
2023-03-05 19:29:07+00:00,La 5 !!!,la 5,"['la', '5']"
2023-03-05 19:28:42+00:00,1-4 got it,14 got,"['14', 'got']"
2023-03-05 19:25:09+00:00,Season 6 hands down,season 6 hand,"['season', '6', 'hand']"
2023-03-05 19:24:40+00:00,6 a szczegolnie zakonczenie,6 szczegolni zakonczeni,"['6', 'szczegolni', 'zakonczeni']"
2023-03-05 19:24:34+00:00,For me is season 4 and the episode of “battle of the bastards”,season 4 episod battl bastard,"['season', '4', 'episod', 'battl', 'bastard']"
2023-03-05 19:24:08+00:00,"a minha ordem era algo tipo: 4,3,1,6,2,5,7,8",minha ordem era algo tipo 43162578,"['minha', 'ordem', 'era', 'algo', 'tipo', '43162578']"
2023-03-05 19:23:32+00:00,idc what anyone says s6 is the most rewatchable,idc anyon say s6 rewatch,"['idc', 'anyon', 'say', 's6', 'rewatch']"
2023-03-05 19:23:17+00:00,4 o 6 FULL,4 6 full,"['4', '6', 'full']"
2023-03-05 19:22:05+00:00,Season 2-4 tbh it’s was TOOO GOOD ! And season 6,season 24 tbh tooo good season 6,"['season', '24', 'tbh', 'tooo', 'good', 'season', '6']"
2023-03-05 19:21:33+00:00,season 3 and 4 for sure,season 3 4 sure,"['season', '3', '4', 'sure']"
2023-03-05 19:21:13+00:00,s1-s4 but definitely 4 more than everything else,s1s4 definit 4 everyth els,"['s1s4', 'definit', '4', 'everyth', 'els']"
2023-03-05 19:20:20+00:00,1-3 🤭,13,['13']
2023-03-05 19:19:59+00:00,4 ou 5,4 ou 5,"['4', 'ou', '5']"
2023-03-05 19:19:13+00:00,SEXTAAAAA,sextaaaaa,['sextaaaaa']
2023-03-05 19:18:50+00:00,"Definitely, the first season.",definit first season,"['definit', 'first', 'season']"
2023-03-05 19:15:43+00:00,"الاول والسادس ممكن اعيدهم
ماقبل السادس جيد بس مو امتع من الاول والسادس
ومابعد السادس من ابشع ما رأيت راح اعتبرني ماشفتها خصوصا الاخير",الاول والسادس ممكن اعيدهم ماقبل السادس جيد بس مو امتع من الاول والسادس ومابعد السادس من ابشع ما رأيت راح اعتبرني ماشفتها خصوصا الاخير,"['الاول', 'والسادس', 'ممكن', 'اعيدهم', 'ماقبل', 'السادس', 'جيد', 'بس', 'مو', 'امتع', 'من', 'الاول', 'والسادس', 'ومابعد', 'السادس', 'من', 'ابشع', 'ما', 'رأيت', 'راح', 'اعتبرني', 'ماشفتها', 'خصوصا', 'الاخير']"
2023-03-05 19:14:47+00:00,Saison 3 sans hésitation (même si le meilleur ép reste l'ép 10 de la saison 6),saison 3 san hésitat même si le meilleur ép rest lép 10 de la saison 6,"['saison', '3', 'san', 'hésitat', 'même', 'si', 'le', 'meilleur', 'ép', 'rest', 'lép', '10', 'de', 'la', 'saison', '6']"
2023-03-05 19:14:31+00:00,"Todas, siguiente pregunta?",toda siguient pregunta,"['toda', 'siguient', 'pregunta']"
2023-03-05 19:14:00+00:00,5 6 7 goated,5 6 7 goat,"['5', '6', '7', 'goat']"
2023-03-05 19:12:16+00:00,A 4° eu reassisto todo ano,4 eu reassisto todo ano,"['4', 'eu', 'reassisto', 'todo', 'ano']"
2023-03-05 19:10:38+00:00,si lo digo me tumban la cuenta,si lo digo tumban la cuenta,"['si', 'lo', 'digo', 'tumban', 'la', 'cuenta']"
2023-03-05 19:08:54+00:00,3rd,3rd,['3rd']
2023-03-05 19:08:45+00:00,Season 8 for sure ❤️,season 8 sure,"['season', '8', 'sure']"
2023-03-05 19:08:02+00:00,1~4 são as melhores,14 são melhor,"['14', 'são', 'melhor']"
2023-03-05 19:07:24+00:00,4 y 6 las que más,4 6 la que má,"['4', '6', 'la', 'que', 'má']"
2023-03-05 19:07:05+00:00,4 an it’s absolutely clear,4 absolut clear,"['4', 'absolut', 'clear']"
2023-03-05 19:04:54+00:00,"موسم ٤ 
موسم ٧
موسم ١ 
موسم ٣",موسم ٤ موسم ٧ موسم ١ موسم ٣,"['موسم', '٤', 'موسم', '٧', 'موسم', '١', 'موسم', '٣']"
2023-03-05 19:04:40+00:00,All of them but the last two because.. you know,last two know,"['last', 'two', 'know']"
2023-03-05 19:03:18+00:00,"GOT peaked with season 3-4..Red wedding, Mhysa, Joffrey dying, Tyrion’s trial..writing &amp; performances thru out, these pivotal moments, ll soo good!!sseason 5 had its high moments like hardhome &amp; Dany flying in drogon etc but considering how it all ended seems underwhelming now!",got peak season 34red wed mhysa joffrey die tyrion trialwrit amp perform thru pivot moment soo goodsseason 5 high moment like hardhom amp dani fli drogon etc consid end seem underwhelm,"['got', 'peak', 'season', '34red', 'wed', 'mhysa', 'joffrey', 'die', 'tyrion', 'trialwrit', 'amp', 'perform', 'thru', 'pivot', 'moment', 'soo', 'goodsseason', '5', 'high', 'moment', 'like', 'hardhom', 'amp', 'dani', 'fli', 'drogon', 'etc', 'consid', 'end', 'seem', 'underwhelm']"
2023-03-05 19:02:55+00:00,Season 6 is there best season ever,season 6 best season ever,"['season', '6', 'best', 'season', 'ever']"
2023-03-05 19:02:44+00:00,terceira a maior de todas,terceira maior de toda,"['terceira', 'maior', 'de', 'toda']"
2023-03-05 19:00:16+00:00,4 for sure but I can easily rewatch the the first four seasons and season 6,4 sure easili rewatch first four season season 6,"['4', 'sure', 'easili', 'rewatch', 'first', 'four', 'season', 'season', '6']"
2023-03-05 18:56:33+00:00,"4, 5 y 6",4 5 6,"['4', '5', '6']"
2023-03-05 18:56:07+00:00,Season 6 is my favorite to rewatch 👌🏼,season 6 favorit rewatch,"['season', '6', 'favorit', 'rewatch']"
2023-03-05 18:56:02+00:00,For me it’s 6,6,['6']
2023-03-05 18:55:19+00:00,s1 for the nostalgia and s2 for the masochism,s1 nostalgia s2 masoch,"['s1', 'nostalgia', 's2', 'masoch']"
2023-03-05 18:53:28+00:00,Five or Six.,five six,"['five', 'six']"
2023-03-05 18:50:30+00:00,Season 4!!,season 4,"['season', '4']"
2023-03-05 18:50:08+00:00,7😥😥😥😥😥,7,['7']
2023-03-05 18:50:04+00:00,1 and 4,1 4,"['1', '4']"
2023-03-05 18:48:55+00:00,"1,2,3 e 5",123 e 5,"['123', 'e', '5']"
2023-03-05 18:48:32+00:00,L’enchaînement de la  saison 5 et 6 c’est une dinguerie 😅 (la 3 aussi est là pas mal) https://t.co/r87lIn9yfh,lenchaîn de la saison 5 et 6 cest une dingueri la 3 aussi est là pa mal httpstcor87lin9yfh,"['lenchaîn', 'de', 'la', 'saison', '5', 'et', '6', 'cest', 'une', 'dingueri', 'la', '3', 'aussi', 'est', 'là', 'pa', 'mal', 'httpstcor87lin9yfh']"
2023-03-05 18:47:50+00:00,kazdy dobry na swoj sposob ale pominmy istnienie osmego,kazdi dobri na swoj sposob ale pominmi istnieni osmego,"['kazdi', 'dobri', 'na', 'swoj', 'sposob', 'ale', 'pominmi', 'istnieni', 'osmego']"
2023-03-05 18:46:56+00:00,"I'm re-watching all 
On season 2 atm 😄",im rewatch season 2 atm,"['im', 'rewatch', 'season', '2', 'atm']"
2023-03-05 18:46:21+00:00,Les saisons 3 et 4 c’est quelque chose quand même,le saison 3 et 4 cest quelqu chose quand même,"['le', 'saison', '3', 'et', '4', 'cest', 'quelqu', 'chose', 'quand', 'même']"
2023-03-05 18:45:18+00:00,"2 and 4, I think",2 4 think,"['2', '4', 'think']"
2023-03-05 18:42:39+00:00,all but 8,8,['8']
2023-03-05 18:40:48+00:00,Bro season 5 &amp; 6 best ever,bro season 5 amp 6 best ever,"['bro', 'season', '5', 'amp', '6', 'best', 'ever']"
2023-03-05 18:40:30+00:00,I personally would say 3,person would say 3,"['person', 'would', 'say', '3']"
2023-03-05 18:40:07+00:00,"None

GoT is not a re-watch material . Infact sitcoms and romance series thavira vera ethuvume re-watch material kedaiyathu . Scenes/episode yes but entire season rewatch panrathu romba khastam . Stranger Things S03 release ku munnadi S01 and S02 mattum re-watch paniruken",none got rewatch materi infact sitcom romanc seri thavira vera ethuvum rewatch materi kedaiyathu scenesepisod ye entir season rewatch panrathu romba khastam stranger thing s03 releas ku munnadi s01 s02 mattum rewatch paniruken,"['none', 'got', 'rewatch', 'materi', 'infact', 'sitcom', 'romanc', 'seri', 'thavira', 'vera', 'ethuvum', 'rewatch', 'materi', 'kedaiyathu', 'scenesepisod', 'ye', 'entir', 'season', 'rewatch', 'panrathu', 'romba', 'khastam', 'stranger', 'thing', 's03', 'releas', 'ku', 'munnadi', 's01', 's02', 'mattum', 'rewatch', 'paniruken']"
2023-03-05 18:39:25+00:00,i think season 1 to 4 was great... still waiting on a proper season 8🫠,think season 1 4 great still wait proper season 8,"['think', 'season', '1', '4', 'great', 'still', 'wait', 'proper', 'season', '8']"
2023-03-05 18:39:09+00:00,absolutely any of them,absolut,['absolut']
2023-03-05 18:38:21+00:00,Szn 6,szn 6,"['szn', '6']"
2023-03-05 18:36:43+00:00,3-4 and 6,34 6,"['34', '6']"
2023-03-05 18:35:21+00:00,The season cersei burnt his holiness the high speton and blew the Sept of baelor,season cersei burnt holi high speton blew sept baelor,"['season', 'cersei', 'burnt', 'holi', 'high', 'speton', 'blew', 'sept', 'baelor']"
2023-03-05 18:35:08+00:00,4/5,45,['45']
2023-03-05 18:30:53+00:00,s1-4,s14,['s14']
2023-03-05 18:30:52+00:00,Season 6 has the greatest peak in television history so...,season 6 greatest peak televis histori,"['season', '6', 'greatest', 'peak', 'televis', 'histori']"
2023-03-05 18:30:00+00:00,I constantly rewatch season 5-8 🥴,constantli rewatch season 58,"['constantli', 'rewatch', 'season', '58']"
2023-03-05 18:29:58+00:00,1st and 3rd idc,1st 3rd idc,"['1st', '3rd', 'idc']"
2023-03-05 18:29:16+00:00,La quinta pero sin lugar a dudas.,la quinta pero sin lugar duda,"['la', 'quinta', 'pero', 'sin', 'lugar', 'duda']"
2023-03-05 18:29:05+00:00,4 e 6 🙏🏽🙏🏽,4 e 6,"['4', 'e', '6']"
2023-03-05 18:28:25+00:00,1-4 definitely,14 definit,"['14', 'definit']"
2023-03-05 18:28:21+00:00,gw sih sering rewatch s1-5,gw sih sere rewatch s15,"['gw', 'sih', 'sere', 'rewatch', 's15']"
2023-03-05 18:28:03+00:00,It’s between season 5 &amp; 6,season 5 amp 6,"['season', '5', 'amp', '6']"
2023-03-05 18:27:23+00:00,3-6 emmm maybe 7,36 emmm mayb 7,"['36', 'emmm', 'mayb', '7']"
2023-03-05 18:24:54+00:00,Season 4 by a lot,season 4 lot,"['season', '4', 'lot']"
2023-03-05 18:23:39+00:00,La 4 ct trop,la 4 ct trop,"['la', '4', 'ct', 'trop']"
2023-03-05 18:20:34+00:00,"Seasons 2,3 &amp; 4. And let’s stop pretending as if season 6 was good, it wasn’t",season 23 amp 4 let stop pretend season 6 good wasnt,"['season', '23', 'amp', '4', 'let', 'stop', 'pretend', 'season', '6', 'good', 'wasnt']"
2023-03-05 18:20:24+00:00,"1, 2, 3 e 4",1 2 3 e 4,"['1', '2', '3', 'e', '4']"
2023-03-05 18:17:58+00:00,Toutes.,tout,['tout']
2023-03-05 18:17:45+00:00,La única respuesta correcta es la 4 y mo quiero pendejadas,la única respuesta correcta es la 4 mo quiero pendejada,"['la', 'única', 'respuesta', 'correcta', 'es', 'la', '4', 'mo', 'quiero', 'pendejada']"
2023-03-05 18:15:44+00:00,"Season 6, only for Winds Of Winter Episode.",season 6 wind winter episod,"['season', '6', 'wind', 'winter', 'episod']"
2023-03-05 18:14:40+00:00,"4, 100%",4 100,"['4', '100']"
2023-03-05 18:14:36+00:00,the answer is 4 always,answer 4 alway,"['answer', '4', 'alway']"
2023-03-05 18:14:07+00:00,Season 1,season 1,"['season', '1']"
2023-03-05 18:13:36+00:00,season 2 and 3,season 2 3,"['season', '2', '3']"
2023-03-05 18:12:46+00:00,Season 3 is the Best season in TV history,season 3 best season tv histori,"['season', '3', 'best', 'season', 'tv', 'histori']"
2023-03-05 18:12:06+00:00,3/6 and then HOTD,36 hotd,"['36', 'hotd']"
2023-03-05 18:10:27+00:00,Seasons 1-3 are legendary no cap,season 13 legendari cap,"['season', '13', 'legendari', 'cap']"
2023-03-05 18:10:15+00:00,La quarta. comunque c'è da dire che quelle di mezzo sono le migliori,la quarta comunqu cè da dire che quell di mezzo sono le migliori,"['la', 'quarta', 'comunqu', 'cè', 'da', 'dire', 'che', 'quell', 'di', 'mezzo', 'sono', 'le', 'migliori']"
2023-03-05 18:09:31+00:00,"2, 3 and 4...incredible stuff",2 3 4incred stuff,"['2', '3', '4incred', 'stuff']"
2023-03-05 18:09:07+00:00,4th and i rest my case,4th rest case,"['4th', 'rest', 'case']"
2023-03-05 18:07:50+00:00,6 for storyline 8 for sansa.,6 storylin 8 sansa,"['6', 'storylin', '8', 'sansa']"
2023-03-05 18:07:48+00:00,Season 6 and 7 for me. Reunion of the Starks is my absolute fave of #GOT,season 6 7 reunion stark absolut fave got,"['season', '6', '7', 'reunion', 'stark', 'absolut', 'fave', 'got']"
2023-03-05 18:07:38+00:00,"Season 4, 5, and 6!",season 4 5 6,"['season', '4', '5', '6']"
2023-03-05 18:07:18+00:00,tbh acho que dava re-watch a qualquer uma menos a última,tbh acho que dava rewatch qualquer uma meno última,"['tbh', 'acho', 'que', 'dava', 'rewatch', 'qualquer', 'uma', 'meno', 'última']"
2023-03-05 18:06:51+00:00,"Gotta be 4, right?",got ta 4 right,"['got', 'ta', '4', 'right']"
2023-03-05 18:06:19+00:00,"1, 2, 3, 4, 5 e 6 sinto muito https://t.co/DuOjiGJWps",1 2 3 4 5 e 6 sinto muito httpstcoduojigjwp,"['1', '2', '3', '4', '5', 'e', '6', 'sinto', 'muito', 'httpstcoduojigjwp']"
2023-03-05 18:06:16+00:00,"4,5,6",456,['456']
2023-03-05 18:05:20+00:00,Tie between 3 and 4.,tie 3 4,"['tie', '3', '4']"
2023-03-05 18:05:01+00:00,"Сезони 1-4 збс
Сезон 5 meh
Сезон 6 meh
Сезон 7-8 не мало їснувати взагалі. 
//хочу зазначати, що в усіх 8 сезонах є класні моменти та крутий візуал. Но з 5 сценарій погіршувався більше й більше",сезони 14 збс сезон 5 meh сезон 6 meh сезон 78 не мало їснувати взагалі хочу зазначати що в усіх 8 сезонах є класні моменти та крутий візуал но з 5 сценарій погіршувався більше й більше,"['сезони', '14', 'збс', 'сезон', '5', 'meh', 'сезон', '6', 'meh', 'сезон', '78', 'не', 'мало', 'їснувати', 'взагалі', 'хочу', 'зазначати', 'що', 'в', 'усіх', '8', 'сезонах', 'є', 'класні', 'моменти', 'та', 'крутий', 'візуал', 'но', 'з', '5', 'сценарій', 'погіршувався', 'більше', 'й', 'більше']"
2023-03-05 18:04:48+00:00,"All Seasons ! 

Main Season 6 🔥",season main season 6,"['season', 'main', 'season', '6']"
2023-03-05 18:02:31+00:00,"La 4ta siempre será mi favorita. 
—Consecuencias de la boda roja.
—La muerte del hdp de Joffrey
—Sale Oberyn Martell.
—El juicio de Tyrion.
—La caída de Tywin Lannister.
—La batalla del muro.
—Ramsay siendo Ramsay.
—EL JUICIO DE TYRION.
—Oberyn vr Gregor.
— Dany llega a Mereen.",la 4ta siempr será mi favorita consecuencia de la boda roja la muert del hdp de joffrey sale oberyn martel el juicio de tyrion la caída de tywin lannist la batalla del muro ramsay siendo ramsay el juicio de tyrion oberyn vr gregor dani llega mereen,"['la', '4ta', 'siempr', 'será', 'mi', 'favorita', 'consecuencia', 'de', 'la', 'boda', 'roja', 'la', 'muert', 'del', 'hdp', 'de', 'joffrey', 'sale', 'oberyn', 'martel', 'el', 'juicio', 'de', 'tyrion', 'la', 'caída', 'de', 'tywin', 'lannist', 'la', 'batalla', 'del', 'muro', 'ramsay', 'siendo', 'ramsay', 'el', 'juicio', 'de', 'tyrion', 'oberyn', 'vr', 'gregor', 'dani', 'llega', 'mereen']"
2023-03-05 18:01:40+00:00,all,,[]
2023-03-05 18:01:11+00:00,S4 and s6,s4 s6,"['s4', 's6']"
2023-03-05 18:00:50+00:00,Whatever Season they made Cersei do the walk of Shame! Cersei came back blew all they asses up with some of her family included!,whatev season made cersei walk shame cersei came back blew ass famili includ,"['whatev', 'season', 'made', 'cersei', 'walk', 'shame', 'cersei', 'came', 'back', 'blew', 'ass', 'famili', 'includ']"
2023-03-05 18:00:12+00:00,galiba bu soruya 4.sezon diyeceğim,galiba bu soruya 4sezon diyeceğim,"['galiba', 'bu', 'soruya', '4sezon', 'diyeceğim']"
2023-03-05 17:59:27+00:00,"1-4 це єбейший пік всього 
5-6 було норм десь на рівні хотд
7 ну типу ок ???
8 краще б його ніколи не було",14 це єбейший пік всього 56 було норм десь на рівні хотд 7 ну типу ок 8 краще б його ніколи не було,"['14', 'це', 'єбейший', 'пік', 'всього', '56', 'було', 'норм', 'десь', 'на', 'рівні', 'хотд', '7', 'ну', 'типу', 'ок', '8', 'краще', 'б', 'його', 'ніколи', 'не', 'було']"
2023-03-05 17:59:13+00:00,La saison 3-4 sérieux,la saison 34 sérieux,"['la', 'saison', '34', 'sérieux']"
2023-03-05 17:58:53+00:00,"A quarta temporada. Você nem respirava, cada episódio um surto diferente",quarta temporada você nem respirava cada episódio um surto diferent,"['quarta', 'temporada', 'você', 'nem', 'respirava', 'cada', 'episódio', 'um', 'surto', 'diferent']"
2023-03-05 17:57:34+00:00,"3, 4 e 6.",3 4 e 6,"['3', '4', 'e', '6']"
2023-03-05 17:57:32+00:00,season 4&gt;,season 4gt,"['season', '4gt']"
2023-03-05 17:57:27+00:00,"Season 6,4&gt;&gt;&gt;&gt;&gt; rest of other in any order&gt;&gt;7&gt;&gt;8",season 64gtgtgtgtgt rest ordergtgt7gtgt8,"['season', '64gtgtgtgtgt', 'rest', 'ordergtgt7gtgt8']"
2023-03-05 17:57:17+00:00,a 4° temporada foi a melhor de todas,4 temporada foi melhor de toda,"['4', 'temporada', 'foi', 'melhor', 'de', 'toda']"
2023-03-05 17:56:09+00:00,"A segunda e a terceira são as maiores, nada acima delas.",segunda e terceira são maior nada acima dela,"['segunda', 'e', 'terceira', 'são', 'maior', 'nada', 'acima', 'dela']"
2023-03-05 17:53:20+00:00,"4 temporada, é tão satisfatório assistir a morte do Joffrey.",4 temporada é tão satisfatório assistir mort joffrey,"['4', 'temporada', 'é', 'tão', 'satisfatório', 'assistir', 'mort', 'joffrey']"
2023-03-05 17:53:14+00:00,2/4/3 in that order.,243 order,"['243', 'order']"
2023-03-05 17:51:51+00:00,La saison 6 ✨ j’ai jamais autant aimé un final que celui de cette saison.,la saison 6 jai jamai autant aimé un final que celui de cett saison,"['la', 'saison', '6', 'jai', 'jamai', 'autant', 'aimé', 'un', 'final', 'que', 'celui', 'de', 'cett', 'saison']"
2023-03-05 17:51:13+00:00,"la temporada 7, dios mio el poder que maneja esa temporada",la temporada 7 dio mio el poder que maneja esa temporada,"['la', 'temporada', '7', 'dio', 'mio', 'el', 'poder', 'que', 'maneja', 'esa', 'temporada']"
2023-03-05 17:49:51+00:00,Season 4 was peak and season 6 felt the most earned,season 4 peak season 6 felt earn,"['season', '4', 'peak', 'season', '6', 'felt', 'earn']"
2023-03-05 17:49:45+00:00,Seasons 1-4,season 14,"['season', '14']"
2023-03-05 17:48:45+00:00,season 6 and season 1,season 6 season 1,"['season', '6', 'season', '1']"
2023-03-05 17:48:25+00:00,"I’ve actually re-watched season 6 , good season with tge hound and Arya and battle of the bastards. 👊🏽",ive actual rewatch season 6 good season tge hound arya battl bastard,"['ive', 'actual', 'rewatch', 'season', '6', 'good', 'season', 'tge', 'hound', 'arya', 'battl', 'bastard']"
2023-03-05 17:48:23+00:00,sesson 1-3,sesson 13,"['sesson', '13']"
2023-03-05 17:48:20+00:00,1 y 6,1 6,"['1', '6']"
2023-03-05 17:47:48+00:00,5-6 easily,56 easili,"['56', 'easili']"
2023-03-05 17:47:33+00:00,2-6 (idk why people hate 6.) it gave us the “winds of winter” - literally the best episode in all of GOT…,26 idk peopl hate 6 gave us wind winter liter best episod got,"['26', 'idk', 'peopl', 'hate', '6', 'gave', 'us', 'wind', 'winter', 'liter', 'best', 'episod', 'got']"
2023-03-05 17:46:56+00:00,3demeyenle arayı açarım,3demeyenl arayı açarım,"['3demeyenl', 'arayı', 'açarım']"
2023-03-05 17:46:52+00:00,Todas menos la 8va y algunos ep de la 5ta,toda meno la 8va alguno ep de la 5ta,"['toda', 'meno', 'la', '8va', 'alguno', 'ep', 'de', 'la', '5ta']"
2023-03-05 17:46:47+00:00,ovo kao da me pita koje dete najviše volim 😏,ovo kao da pita koje dete najviš volim,"['ovo', 'kao', 'da', 'pita', 'koje', 'dete', 'najviš', 'volim']"
2023-03-05 17:46:12+00:00,L’enchaînement saison 4-5… un 10/10 https://t.co/lUUMFXLx5N,lenchaîn saison 45 un 1010 httpstcoluumfxlx5n,"['lenchaîn', 'saison', '45', 'un', '1010', 'httpstcoluumfxlx5n']"
2023-03-05 17:45:31+00:00,"Las temporadas 2, 3 y 4 son lo mejor que dio la televisión en su historia.",la temporada 2 3 4 son lo mejor que dio la televisión en su historia,"['la', 'temporada', '2', '3', '4', 'son', 'lo', 'mejor', 'que', 'dio', 'la', 'televisión', 'en', 'su', 'historia']"
2023-03-05 17:43:54+00:00,la 3 y la 4,la 3 la 4,"['la', '3', 'la', '4']"
2023-03-05 17:42:50+00:00,1 - 6,1 6,"['1', '6']"
2023-03-05 17:41:18+00:00,All of them.,,[]
2023-03-05 17:41:14+00:00,Tout est mo tout.,tout est mo tout,"['tout', 'est', 'mo', 'tout']"
2023-03-05 17:40:11+00:00,3 e 4 = suprassumo da tv mundial,3 e 4 suprassumo da tv mundial,"['3', 'e', '4', 'suprassumo', 'da', 'tv', 'mundial']"
2023-03-05 17:38:17+00:00,I don’t know this show,dont know show,"['dont', 'know', 'show']"
2023-03-05 17:37:06+00:00,"5,6 y OBLIGAU 7",56 obligau 7,"['56', 'obligau', '7']"
2023-03-05 17:36:34+00:00,Season 4 and 1 for sure,season 4 1 sure,"['season', '4', '1', 'sure']"
2023-03-05 17:35:55+00:00,Acho que a primeira,acho que primeira,"['acho', 'que', 'primeira']"
2023-03-05 17:35:28+00:00,Soft spot pour le 4 ème,soft spot pour le 4 ème,"['soft', 'spot', 'pour', 'le', '4', 'ème']"
2023-03-05 17:35:02+00:00,I Wanna Say 3 or 4,wan na say 3 4,"['wan', 'na', 'say', '3', '4']"
2023-03-05 17:34:49+00:00,All of them except season 8,except season 8,"['except', 'season', '8']"
2023-03-05 17:34:19+00:00,1 - 4,1 4,"['1', '4']"
2023-03-05 17:33:33+00:00,"Either 3 or 4, but the first one isn’t far behind",either 3 4 first one isnt far behind,"['either', '3', '4', 'first', 'one', 'isnt', 'far', 'behind']"
2023-03-05 17:33:07+00:00,1-7 🔥,17,['17']
2023-03-05 17:33:02+00:00,The first 4 seasons are only getting better at every rewatch i swear,first 4 season get better everi rewatch swear,"['first', '4', 'season', 'get', 'better', 'everi', 'rewatch', 'swear']"
2023-03-05 17:32:55+00:00,6 for episodes 9 and 10 alone,6 episod 9 10 alon,"['6', 'episod', '9', '10', 'alon']"
2023-03-05 17:32:21+00:00,4 without a doubt. Best season for sure,4 without doubt best season sure,"['4', 'without', 'doubt', 'best', 'season', 'sure']"
2023-03-05 17:32:13+00:00,E se eu rever todas as temporadas? rsrs,e se eu rever toda temporada rsr,"['e', 'se', 'eu', 'rever', 'toda', 'temporada', 'rsr']"
2023-03-05 17:31:59+00:00,Seasons 2&amp;3 for me personally,season 2amp3 person,"['season', '2amp3', 'person']"
2023-03-05 17:31:50+00:00,Season 8 👨‍💻,season 8,"['season', '8']"
2023-03-05 17:30:55+00:00,La segunda gracias a las conversaciones entre Tyrion y Varys de esto no me saca nadie,la segunda gracia la conversacion entr tyrion vari de esto saca nadi,"['la', 'segunda', 'gracia', 'la', 'conversacion', 'entr', 'tyrion', 'vari', 'de', 'esto', 'saca', 'nadi']"
2023-03-05 17:30:55+00:00,Comment répondre autre chose que la saison 6 la plus grande de tous les temps,comment répondr autr chose que la saison 6 la plu grand de tou le temp,"['comment', 'répondr', 'autr', 'chose', 'que', 'la', 'saison', '6', 'la', 'plu', 'grand', 'de', 'tou', 'le', 'temp']"
2023-03-05 17:30:45+00:00,"5, 6 and 7",5 6 7,"['5', '6', '7']"
2023-03-05 17:30:28+00:00,Season 3 or 4,season 3 4,"['season', '3', '4']"
2023-03-05 17:30:28+00:00,4 temporada obra prima,4 temporada obra prima,"['4', 'temporada', 'obra', 'prima']"
2023-03-05 17:29:09+00:00,the first season for sure,first season sure,"['first', 'season', 'sure']"
2023-03-05 17:28:01+00:00,Seasons 1-6,season 16,"['season', '16']"
2023-03-05 17:27:34+00:00,haven’t rewatched the show yet but i feel like s4 would be incredible,havent rewatch show yet feel like s4 would incred,"['havent', 'rewatch', 'show', 'yet', 'feel', 'like', 's4', 'would', 'incred']"
2023-03-05 17:27:34+00:00,4-6 are the greatest seasons of television ever…,46 greatest season televis ever,"['46', 'greatest', 'season', 'televis', 'ever']"
2023-03-05 17:27:11+00:00,"Omo, hard to pick one but I’ll go with season 6",omo hard pick one ill go season 6,"['omo', 'hard', 'pick', 'one', 'ill', 'go', 'season', '6']"
2023-03-05 17:26:43+00:00,Season 4 is the only answer,season 4 answer,"['season', '4', 'answer']"
2023-03-05 17:26:14+00:00,4 &amp; 6,4 amp 6,"['4', 'amp', '6']"
2023-03-05 17:25:39+00:00,"Season 4 is arguably the best season of TV ever. 

1. Season 4
2. Season 3
3. Season 6
4. Season 2
5. Season 1
6. Season 5
7. Season 7
8. Season 8",season 4 arguabl best season tv ever 1 season 4 2 season 3 3 season 6 4 season 2 5 season 1 6 season 5 7 season 7 8 season 8,"['season', '4', 'arguabl', 'best', 'season', 'tv', 'ever', '1', 'season', '4', '2', 'season', '3', '3', 'season', '6', '4', 'season', '2', '5', 'season', '1', '6', 'season', '5', '7', 'season', '7', '8', 'season', '8']"
2023-03-05 17:25:00+00:00,"4, almost every plot line comes full circled",4 almost everi plot line come full circl,"['4', 'almost', 'everi', 'plot', 'line', 'come', 'full', 'circl']"
2023-03-05 17:24:49+00:00,"season 3 !!! 

jaime and brienne, the red wedding and events leading to it, Daenerys taking the unsullied, bran and rickon trying to find jon, just chef's fucking kiss!!",season 3 jaim brienn red wed event lead daeneri take unsulli bran rickon tri find jon chef fuck kiss,"['season', '3', 'jaim', 'brienn', 'red', 'wed', 'event', 'lead', 'daeneri', 'take', 'unsulli', 'bran', 'rickon', 'tri', 'find', 'jon', 'chef', 'fuck', 'kiss']"
2023-03-05 17:24:41+00:00,not 8,8,['8']
2023-03-05 17:24:31+00:00,"Jamais consegui rever 1 só! 

Sempre revejo tds!!! Preciso até rever novamente!!!",jamai consegui rever 1 só sempr revejo td preciso até rever novament,"['jamai', 'consegui', 'rever', '1', 'só', 'sempr', 'revejo', 'td', 'preciso', 'até', 'rever', 'novament']"
2023-03-05 17:23:27+00:00,4th season,4th season,"['4th', 'season']"
